Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
Mahabir Mehra Chhilarki,Peoples Party of India (Democratic),0,10th Pass,48,Gurgaon + Haryana,520000,0,2019
Pawan Kumar,SHS,0,12th Pass,30,Gurgaon + Haryana,471314,0,2019
Pawan Nehra,IND,0,Graduate,34,Gurgaon + Haryana,1147333,353892,2019
Rais Ahmad,BSP,0,Graduate,58,Gurgaon + Haryana,459317500,84082104,2019
Ramesh Chand,Bahujan Mukti Party,0,10th Pass,67,Gurgaon + Haryana,2253119,0,2019
Ramesh Kumar,Rashtriya Sahara Party,0,Graduate,48,Gurgaon + Haryana,192200,0,2019
Rao Inderjeet,IND,0,10th Pass,37,Gurgaon + Haryana,7804420,52000,2019
Sharvan Kumar,SUCI(C),0,10th Pass,51,Gurgaon + Haryana,20142297,1029600,2019
Sudesh Kumar,IND,0,12th Pass,32,Gurgaon + Haryana,4991000,1385000,2019
Vinod Kumar,Aapki Apni Party (Peoples),0,10th Pass,40,Gurgaon + Haryana,61500,0,2019
Virender Rana,INLD,0,Post Graduate,46,Gurgaon + Haryana,1025863217,0,2019
Virender Singh,IND,0,Post Graduate,58,Gurgaon + Haryana,35373475,8221073,2019
Krishan Pal   Winner ,BJP,0,Graduate Professional,62,Faridabad + Haryana,369652786,105593242,2019
Amit Singh Patel,IND,0,Graduate,33,Faridabad + Haryana,856564,0,2019
Avtar Singh Bhadana,INC, 1 ,8th Pass,62,Faridabad + Haryana,120803457,0,2019
Balwant Kataria,IND, 7 ,12th Pass,34,Faridabad + Haryana,1196600,0,2019
Baudhycharya Khajan Isngh Gautam,RPI,0,10th Pass,46,Faridabad + Haryana,392157,0,2019
C A Shukla,IND,0,Graduate,57,Faridabad + Haryana,1345000,0,2019
Daya Chand,Bhartiya Shakti Chetna Party,0,12th Pass,68,Faridabad + Haryana,705000,360000,2019
Deepak Gaur,AARAKSHAN VIRODHI PARTY, 1 ,12th Pass,40,Faridabad + Haryana,14765000,850000,2019
Hari Chand,Peoples Party of India (Democratic),0,Graduate,62,Faridabad + Haryana,4579000,0,2019
Hari Shankar Rajvans,Adim Bhartiya Dal,0,Graduate Professional,42,Faridabad + Haryana,1163364,290000,2019
K P Singh,IND,0,Graduate Professional,60,Faridabad + Haryana,19195000,0,2019
Lekha Ram Dabang,Bahujan Mukti Party,0,10th Pass,50,Faridabad + Haryana,1779000,650000,2019
Mahender Singh Chauhan,INLD,0,10th Pass,66,Faridabad + Haryana,69662663,1551000,2019
Mahesh Pratap Sharma,Rashtriya Vikas Party,0,Others,63,Faridabad + Haryana,28986240,0,2019
Mandhir Maan,BSP,0,10th Pass,43,Faridabad + Haryana,69370850,2600000,2019
Manoj ,IND,0,Post Graduate,48,Faridabad + Haryana,26536601,1447929,2019
Mukesh Kumar Singh,Lokpriya Samaj Party,0,12th Pass,43,Faridabad + Haryana,2640084,0,2019
Navin Jaihind,AAP, 4 ,Doctorate,37,Faridabad + Haryana,645550,0,2019
Pradeep Kumar,Tola Party,0,Post Graduate,28,Faridabad + Haryana,7800000,5600000,2019
Rakesh Kumar,Aapki Apni Party (Peoples),0,10th Pass,36,Faridabad + Haryana,164500,100000,2019
Ram Kishan Gola,AIFB,0,Others,44,Faridabad + Haryana,25582047,2975000,2019
Ruby,Hind Congress Party,0,8th Pass,36,Faridabad + Haryana,250000,0,2019
Sahiram Rawat,Voters Party, 1 ,8th Pass,50,Faridabad + Haryana,60124564,1808888,2019
Sanjay Maurya,IND,0,8th Pass,45,Faridabad + Haryana,364174,0,2019
Shyamvir,Rashtriya Lokswaraj Party,0,Graduate Professional,39,Faridabad + Haryana,7352013,650000,2019
Tika Ram,IND,0,Graduate Professional,43,Faridabad + Haryana,43916830,300000,2019
Vijender Kumar Kasana,Bhartiya Kisan Party,0,Post Graduate,53,Faridabad + Haryana,26770000,379000,2019
Kishan Kapoor   Winner ,BJP, 2 ,12th Pass,67,Kangra + Himachal Pradesh,85841247,3605161,2019
Bhachan Singh Rana,IND,0,12th Pass,52,Kangra + Himachal Pradesh,58283642,11501000,2019
Chander Bhan,IND,0,10th Pass,54,Kangra + Himachal Pradesh,35000,50000,2019
Col. Narinder Singh Pathania,IND,0,Graduate Professional,67,Kangra + Himachal Pradesh,2408115,0,2019
Dr. Sanjiv Guleria,IND,0,Graduate Professional,59,Kangra + Himachal Pradesh,6237054,0,2019
Dr. Swaroop Singh Rana,Swabhiman Party,0,Post Graduate,58,Kangra + Himachal Pradesh,39886000,0,2019
Kehar Singh,BSP,0,Doctorate,49,Kangra + Himachal Pradesh,79500000,100000,2019
Nisha Katoch,IND,0,Graduate Professional,37,Kangra + Himachal Pradesh,2633000,1800000,2019
Pawan Kumar Kajal,INC,0,10th Pass,45,Kangra + Himachal Pradesh,79478472,6642582,2019
Prem Chand Vishvakarma,Navbharat Ekta Dal, 1 ,Post Graduate,67,Kangra + Himachal Pradesh,55606573,5130000,2019
Subhash Chand,Himachal Jan Kranti Party,0,10th Pass,70,Kangra + Himachal Pradesh,4729423,0,2019
Ram Swaroop Sharma   Winner ,BJP,0,10th Pass,60,Mandi + Himachal Pradesh,15724337,783963,2019
Aashray Sharma,INC,0,Others,32,Mandi + Himachal Pradesh,48523665,16286033,2019
Brij Gopal,IND,0,12th Pass,59,Mandi + Himachal Pradesh,6091905,1696565,2019
Chandermani,AIFB,0,Graduate,61,Mandi + Himachal Pradesh,14214000,0,2019
Col. Thakur Singh,IND,0,Post Graduate,66,Mandi + Himachal Pradesh,54106562,0,2019
Daleep Singh Kaith,CPI(M), 1 ,Post Graduate,48,Mandi + Himachal Pradesh,4303590,934823,2019
Dev Raj Bhardwaj,IND,0,Graduate,66,Mandi + Himachal Pradesh,691733000,0,2019
Dharmender Singh Thakur,IND,0,Doctorate,49,Mandi + Himachal Pradesh,284035000,3315000,2019
Ghanshyam Chand Thakur,IND,0,Graduate Professional,63,Mandi + Himachal Pradesh,12175000,391421,2019
Guman Singh,IND,0,Graduate Professional,59,Mandi + Himachal Pradesh,14000000,2800000,2019
Kartar Chand,Swabhiman Party,0,Graduate,44,Mandi + Himachal Pradesh,3241600,40000,2019
Khem Chand,Peoples Party of India (Democratic),0,Illiterate,43,Mandi + Himachal Pradesh,7030600,600000,2019
Mehar Singh,Rashtriya Azad Manch, 3 ,10th Pass,53,Mandi + Himachal Pradesh,2500000,32000,2019
Rajender Suryavanshi,Ambedkarite Party of India, 1 ,12th Pass,42,Mandi + Himachal Pradesh,1673222,73222,2019
Ses Ram,BSP,0,12th Pass,46,Mandi + Himachal Pradesh,25552000,1100000,2019
Shiv Lal Thakur,Bhartiya Shakti Chetna Party,0,12th Pass,64,Mandi + Himachal Pradesh,5345000,2000000,2019
Subhash Mohan Snehi,IND,0,Doctorate,47,Mandi + Himachal Pradesh,21561080,0,2019
Anurag Singh Thakur   Winner ,BJP, 3 ,Graduate,45,Hamirpur + Himachal Pradesh,56770463,1085145,2019
Ashish Kumar,IND,0,Post Graduate,38,Hamirpur + Himachal Pradesh,50000,0,2019
Ashok Sharma,IND,0,10th Pass,55,Hamirpur + Himachal Pradesh,4161870,1200000,2019
Desh Raj,BSP,0,Graduate Professional,40,Hamirpur + Himachal Pradesh,8958922,0,2019
Krishan Gopal,Satya Bahumat Party,0,8th Pass,28,Hamirpur + Himachal Pradesh,25000,35000,2019
Parveen Thakur,IND,0,12th Pass,52,Hamirpur + Himachal Pradesh,11008000,4700000,2019
Radha Krishan,IND,0,Graduate,64,Hamirpur + Himachal Pradesh,4915135,1120971,2019
Ram Lal Thakur,INC,0,Graduate Professional,68,Hamirpur + Himachal Pradesh,34888616,0,2019
Ram Singh Shukla,Bahujan Mukti Party,0,Post Graduate,66,Hamirpur + Himachal Pradesh,4360000,0,2019
Tulsi Ram Sharma,AIFB,0,12th Pass,73,Hamirpur + Himachal Pradesh,8357500,400000,2019
Vikash Kumar,IND,0,Post Graduate,30,Hamirpur + Himachal Pradesh,208000,140500,2019
Suresh Kumar Kashyap   Winner ,BJP,0,Post Graduate,48,Shimla + Himachal Pradesh,15705738,7873806,2019
Dhani Ram Shandil,INC, 1 ,Doctorate,78,Shimla + Himachal Pradesh,36782528,4111104,2019
Manoj Kumar,AIFB,0,10th Pass,27,Shimla + Himachal Pradesh,184000,0,2019
Ravi,IND,0,10th Pass,39,Shimla + Himachal Pradesh,118935,0,2019
Shamsher Singh,Rashtriya Azad Manch,0,10th Pass,37,Shimla + Himachal Pradesh,351000,0,2019
Vikram Singh,BSP,0,Graduate,33,Shimla + Himachal Pradesh,5429000,140000,2019
Sunil Kumar Singh   Winner ,BJP,0,Post Graduate,55,Chatra + Jharkhand,226209137,1889051,2019
Abdul Rajak Ansari,Sadan Vikas Party, 1 ,Literate,64,Chatra + Jharkhand,1645000,0,2019
Arjun Kumar,CPI, 2 ,10th Pass,40,Chatra + Jharkhand,4518000,90000,2019
Arun Kumar Yadav,IND, 1 ,Graduate,51,Chatra + Jharkhand,4765200,0,2019
Ashutosh Kumar,Purvanchal Janta Party (Secular),0,10th Pass,25,Chatra + Jharkhand,7480000,0,2019
Ayub Kha,IND,0,10th Pass,51,Chatra + Jharkhand,1556148,40000,2019
Bagendra Ram,IND,0,8th Pass,34,Chatra + Jharkhand,1033000,0,2019
Bhagalpuri Yadav,IND,0,Literate,37,Chatra + Jharkhand,3937000,75000,2019
Dhananjay Kumar,IND,0,10th Pass,35,Chatra + Jharkhand,670000,0,2019
Duleshwar Saw,IND,0,8th Pass,40,Chatra + Jharkhand,13193000,2000000,2019
Jaidullah Ansari,IND,0,Literate,66,Chatra + Jharkhand,6925000,100000,2019
Manoj Kumar Pandey,IND,0,Post Graduate,49,Chatra + Jharkhand,14143740,5905032,2019
Manoj Kumar Yadav,INC,0,Graduate,63,Chatra + Jharkhand,44186530,249224,2019
Nageshwar Ganjhu,BSP,0,Literate,36,Chatra + Jharkhand,101166000,0,2019
Nand Lal Prasad Keshari,IND,0,10th Pass,59,Chatra + Jharkhand,6689000,2300000,2019
Nandlal Prasad,IND,0,Graduate,43,Chatra + Jharkhand,16156581,450000,2019
Pankaj Ranjan,Jharkhand Peoples Party,0,12th Pass,25,Chatra + Jharkhand,4726929,0,2019
Pawan Kumar,IND, 1 ,Graduate,35,Chatra + Jharkhand,6830000,1000000,2019
Pramod Toppo,IND,0,Post Graduate,47,Chatra + Jharkhand,130000,0,2019
Rajendra Sahu,IND,0,10th Pass,41,Chatra + Jharkhand,84976547,58992436,2019
Ramanand Das,Bhartiya Sarvodaya Party,0,Graduate,51,Chatra + Jharkhand,4390000,65000,2019
Rameshi Ram,IND,0,Graduate,63,Chatra + Jharkhand,10725000,1400000,2019
Sagar Ram,Akhil Bharat Hindu Mahasabha,0,Illiterate,43,Chatra + Jharkhand,5778100,43000,2019
Shaukat Ali,Bharatiya Momin Front,0,8th Pass,52,Chatra + Jharkhand,1710000,550000,2019
Subhash Prasad Yadav,RJD, 3 ,Graduate,52,Chatra + Jharkhand,53288310,5208407,2019
Yogendra Yadav,IND,0,Graduate Professional,26,Chatra + Jharkhand,1905000,0,2019
Sudarshan Bhagat   Winner ,BJP,0,Graduate,52,Lohardaga + Jharkhand,12947303,525000,2019
Aalone Baxla,IND,0,Graduate,47,Lohardaga + Jharkhand,2738947,0,2019
Ajit Kumar Bhagat,IND,0,Post Graduate,34,Lohardaga + Jharkhand,2550000,0,2019
Ambar Saurav Kunal,IND,0,Graduate Professional,25,Lohardaga + Jharkhand,1997468,0,2019
Anand Paul Tirkey,IND,0,Graduate Professional,27,Lohardaga + Jharkhand,2647000,0,2019
Deo Kumar Dhan,Jharkhand Party, 1 ,Graduate,53,Lohardaga + Jharkhand,22679920,2400000,2019
Dinesh Oraon,AITC,0,12th Pass,26,Lohardaga + Jharkhand,9232000,800000,2019
Ekus Dhan,IND,0,Graduate,65,Lohardaga + Jharkhand,2066713,0,2019
Kalindar Oraon,IND,0,12th Pass,43,Lohardaga + Jharkhand,1636800,25000,2019
Raghunath Mahli,IND,0,8th Pass,47,Lohardaga + Jharkhand,1804321,250000,2019
Saniya Oraon,IND, 1 ,8th Pass,49,Lohardaga + Jharkhand,1048129,0,2019
Sanjay Oraon,IND,0,8th Pass,41,Lohardaga + Jharkhand,1352000,0,2019
Sharvan Kumar Panna,BSP,0,Literate,40,Lohardaga + Jharkhand,1973500,50000,2019
Sukhdeo Bhagat,INC, 1 ,Post Graduate,57,Lohardaga + Jharkhand,21094142,3935029,2019
Vishnu Dayal Ram   Winner ,BJP,0,Graduate,68,Palamu + Jharkhand,32273873,90922,2019
Amindra Paswan,Bhartiya Lok Seva Dal,0,10th Pass,33,Palamu + Jharkhand,3787000,75000,2019
Anjana Bhuiyan,BSP,0,8th Pass,47,Palamu + Jharkhand,12484775,2512110,2019
Baban Bhuiya,Jai Prakash Janata Dal,0,12th Pass,31,Palamu + Jharkhand,200426,0,2019
Balkesh Prasad Paswan,Ambedkar National Congress,0,10th Pass,54,Palamu + Jharkhand,11100511,500000,2019
Dinesh Ram,IND, 1 ,10th Pass,40,Palamu + Jharkhand,1750038,0,2019
Ghuran Ram,RJD, 5 ,Graduate,51,Palamu + Jharkhand,15227170,793697,2019
Jorawar Ram,IND, 1 ,Literate,69,Palamu + Jharkhand,22700000,0,2019
Madan Ram,CPI(ML) Red Star,0,12th Pass,52,Palamu + Jharkhand,843000,105000,2019
Prayag Ram,Proutist Sarva Samaj,0,Graduate,45,Palamu + Jharkhand,244200,0,2019
Ramji Paswan,IND, 1 ,Graduate,65,Palamu + Jharkhand,6801000,50000,2019
Satyendra Kumar Paswan,IND,0,12th Pass,40,Palamu + Jharkhand,10585000,200000,2019
Shravan Kumar Ravi,IND,0,10th Pass,37,Palamu + Jharkhand,955600,22000,2019
Shyam Narayan Bhuiya,Bahujan Mukti Party, 2 ,8th Pass,61,Palamu + Jharkhand,17130000,0,2019
Sushma Mehta,CPI(ML)(L), 3 ,12th Pass,40,Palamu + Jharkhand,3545751,412090,2019
Uday Kumar Paswan,Jan Sangharsh Virat Party,0,10th Pass,0,Palamu + Jharkhand,477000,0,2019
Umesh Kumar Paswan,Voters Party International,0,10th Pass,34,Palamu + Jharkhand,1000000,50000,2019
Vijay Kumar,IND,0,12th Pass,28,Palamu + Jharkhand,2116596,0,2019
Vijay Ram,IND,0,8th Pass,36,Palamu + Jharkhand,131000,0,2019
Annapurna Devi   Winner ,BJP,0,Post Graduate,50,Kodarma + Jharkhand,97636939,3189066,2019
Ajay Krishna,Rashtriya Jansangharsh Swaraj Party, 2 ,12th Pass,50,Kodarma + Jharkhand,6398000,0,2019
Avadhesh Kumar Singh,Vishva SHakti Party,0,Graduate Professional,46,Kodarma + Jharkhand,1896800,0,2019
Babu Lal Marandi,Jharkhand Vikas Morcha (Prajatantrik), 10 ,Graduate,61,Kodarma + Jharkhand,10951372,0,2019
Bayas Kumar,Moolniwasi Samaj Party, 1 ,Graduate,28,Kodarma + Jharkhand,1156819,50000,2019
Dayanand Kumar,Janata Congress,0,12th Pass,39,Kodarma + Jharkhand,2312284,400000,2019
Kanchan Kumari,AITC,0,Graduate,28,Kodarma + Jharkhand,5290000,1200000,2019
Md Mahboob Alam,IND,0,Literate,52,Kodarma + Jharkhand,1887000,45000,2019
Pradip Turi,IND,0,8th Pass,37,Kodarma + Jharkhand,1635648,0,2019
Raj Kumar Yadav,CPI(ML)(L), 4 ,10th Pass,46,Kodarma + Jharkhand,14941593,3514000,2019
Rameshwar Pd Yadav,IND,0,Post Graduate,44,Kodarma + Jharkhand,1342200,67000,2019
Sarfaraj Ahmad,BSP, 1 ,12th Pass,31,Kodarma + Jharkhand,2538727,1100000,2019
Shivnath Saw,AIFB,0,10th Pass,33,Kodarma + Jharkhand,3318988,0,2019
Tuklal Nayak,Hindusthan Nirman Dal,0,Post Graduate,58,Kodarma + Jharkhand,2497500,0,2019
Sanjay Seth   Winner ,BJP,0,Graduate Professional,60,Ranchi + Jharkhand,14044267,100000,2019
Alok Kumar,Rashtriya Jansangharsh Swaraj Party,0,Graduate,26,Ranchi + Jharkhand,70000,0,2019
Amar Kumar Mahto,RPI(A),0,12th Pass,29,Ranchi + Jharkhand,4880000,0,2019
Anjani Pandey,IND,0,Graduate Professional,61,Ranchi + Jharkhand,30000,0,2019
Bidyadhar Prasad,BSP,0,Post Graduate,36,Ranchi + Jharkhand,19425000,0,2019
Jay Prakash Prasad,IND,0,12th Pass,47,Ranchi + Jharkhand,5258000,0,2019
Jitendra Thakur,IND,0,Others,63,Ranchi + Jharkhand,11506560,0,2019
Nand Kishor Yadav,IND,0,10th Pass,64,Ranchi + Jharkhand,2850413,18000,2019
Parmeshwar Mahto,Jharkhand Party,0,12th Pass,31,Ranchi + Jharkhand,1403787,0,2019
Rajesh Kumar,IND,0,8th Pass,54,Ranchi + Jharkhand,955551,0,2019
Rajesh Thapa,IND,0,10th Pass,31,Ranchi + Jharkhand,100800,0,2019
Raju Mahto,IND, 1 ,Graduate,52,Ranchi + Jharkhand,2007000,178000,2019
Ram Tahal. Choudhary,IND,0,10th Pass,77,Ranchi + Jharkhand,45998584,0,2019
Ramjit Mahto,Proutist Sarva Samaj,0,Post Graduate,38,Ranchi + Jharkhand,3000000,60000,2019
Ranjit Mahto,Peoples Party of India (Democratic),0,Post Graduate,54,Ranchi + Jharkhand,1672800,0,2019
Satish Singh,IND,0,Graduate Professional,35,Ranchi + Jharkhand,6242098,300000,2019
Sidheshwar Singh,SUCI(C),0,Literate,72,Ranchi + Jharkhand,819326,0,2019
Subodh Kant Sahay,INC, 1 ,Graduate,67,Ranchi + Jharkhand,73566185,11873779,2019
Sunita Munda,Ambedkarite Party of India,0,Post Graduate,28,Ranchi + Jharkhand,265000,20000,2019
Vikas Chandra Sharma,CPI(ML) Red Star,0,Post Graduate,40,Ranchi + Jharkhand,112000,0,2019
Arjun Munda   Winner ,BJP,0,12th Pass,50,Khunti + Jharkhand,91507865,27106434,2019
Abinashi Mundu,Hum Bhartiya Party,0,Graduate,35,Khunti + Jharkhand,1130569,0,2019
Ajay Topno,Jharkhand Party,0,Graduate,50,Khunti + Jharkhand,8191682,0,2019
Indumati Mundu,BSP,0,Graduate,50,Khunti + Jharkhand,1323000,150000,2019
Kali Charan Munda,INC,0,12th Pass,57,Khunti + Jharkhand,5111665,0,2019
Meenakshi Munda,IND,0,Doctorate,40,Khunti + Jharkhand,13477647,851103,2019
Munna Baraik,Aihra National Party,0,12th Pass,26,Khunti + Jharkhand,2570785,0,2019
Neel Justin Beck,Bharatiya Minorities Suraksha Mahasangh, 3 ,12th Pass,47,Khunti + Jharkhand,258000,132000,2019
Niyaran Herenj,IND,0,Post Graduate,45,Khunti + Jharkhand,1942000,0,2019
Sibil Kandulna,Rashtriya Sangail Party,0,Graduate,64,Khunti + Jharkhand,4628483,0,2019
Sukhram Herenj,IND,0,Graduate,65,Khunti + Jharkhand,125500,0,2019
Jayant Sinha   Winner ,BJP,0,Post Graduate,55,Hazaribagh + Jharkhand,770749002,193271437,2019
Bhawesh Kumar Mishra,Bharatiya Jan Kranti Dal (Democratic), 1 ,Graduate,43,Hazaribagh + Jharkhand,290000,0,2019
Bhubaneshwar Prasad Mehta,CPI, 1 ,12th Pass,73,Hazaribagh + Jharkhand,38958977,0,2019
Gautam Kumar,IND, 1 ,Graduate,29,Hazaribagh + Jharkhand,4420000,395000,2019
Gopal Prasad Sahu,INC,0,Graduate,74,Hazaribagh + Jharkhand,346174281,21867709,2019
Jagat Kumar Soni,Bhartiya Azad Sena,0,Post Graduate,35,Hazaribagh + Jharkhand,2783000,55000,2019
Krishna Kumar Singh,Bharat Prabhat Party,0,Graduate,28,Hazaribagh + Jharkhand,2703300,0,2019
Md Mubarak,Janata Congress,0,Literate,45,Hazaribagh + Jharkhand,279125,0,2019
Md. Moin Uddin Ahmad,IND, 1 ,Graduate,42,Hazaribagh + Jharkhand,2876762,60000,2019
Misbahul Islam,Peoples Party of India (Democratic), 1 ,12th Pass,47,Hazaribagh + Jharkhand,3383000,0,2019
Rajesh Ranjan,SUCI(C),0,Post Graduate,38,Hazaribagh + Jharkhand,1544940,0,2019
Rajni Devi,Jai Prakash Janata Dal,0,Literate,39,Hazaribagh + Jharkhand,84754,0,2019
Ramavtar Mahto,IND,0,12th Pass,34,Hazaribagh + Jharkhand,1790000,0,2019
Rameshwar Ram Kushwaha,AIFB,0,Graduate,49,Hazaribagh + Jharkhand,885838,0,2019
Tekochand Mahto,IND,0,Graduate Professional,28,Hazaribagh + Jharkhand,2608338,50000,2019
Vinod Kumar,BSP,0,Graduate,62,Hazaribagh + Jharkhand,27695641,0,2019
Chandra Prakash Choudhary   Winner ,AJSU Party, 2 ,Graduate,50,Giridih + Jharkhand,13456889,1330000,2019
Ahmad Ansari,Bhartiya Lokmat Rashtrwadi Party,0,Literate,57,Giridih + Jharkhand,290000,0,2019
Amit Jani,Uttar Pradesh Navnirman Sena, 9 ,Graduate Professional,38,Giridih + Jharkhand,6800000,1600000,2019
Chandra Deo Prasad,Aihra National Party,0,Post Graduate,37,Giridih + Jharkhand,2102000,0,2019
Dwaraka Prasad Lala,RPI(A), 1 ,10th Pass,68,Giridih + Jharkhand,9641678,403300,2019
Jagarnath Mahto,JMM, 3 ,10th Pass,52,Giridih + Jharkhand,19570591,8156343,2019
Jogeshwar Thakur,Vishva SHakti Party, 1 ,Graduate,41,Giridih + Jharkhand,4258200,0,2019
Madhu Sudan,Jharkhand Party (Secular),0,10th Pass,63,Giridih + Jharkhand,8655000,1000000,2019
Rajendra Dasaundhi,IND,0,Graduate,47,Giridih + Jharkhand,657329,0,2019
Rasul Baksh,BSP, 1 ,Literate,64,Giridih + Jharkhand,16481200,0,2019
Sanjeev Kumar Mahato,IND,0,12th Pass,39,Giridih + Jharkhand,1830883,0,2019
Shibu Singh,Bhartiya Manavadhikaar Federal Party,0,Graduate,46,Giridih + Jharkhand,1698452,0,2019
Simmi Suman,IND,0,Post Graduate,32,Giridih + Jharkhand,10555000,5700000,2019
Sohrab Shah,Bahujan Mukti Party,0,Literate,56,Giridih + Jharkhand,60000,0,2019
Sunita Tudu,IND,0,Graduate Professional,32,Giridih + Jharkhand,16688140,1100000,2019
Pashupati Nath Singh   Winner ,BJP,0,Graduate,69,Dhanbad + Jharkhand,27286918,0,2019
Bamapada Bauri,IND, 1 ,Post Graduate,58,Dhanbad + Jharkhand,3052000,0,2019
Deepak Kumar Das,Peoples Party of India (Democratic),0,12th Pass,35,Dhanbad + Jharkhand,1477000,0,2019
Heera Lal Shankhvar,AIFB,0,Post Graduate,69,Dhanbad + Jharkhand,9136000,25000,2019
K.C.Singh Raj,IND,0,Post Graduate,67,Dhanbad + Jharkhand,1083000,0,2019
Kirti Azad,INC, 4 ,Graduate,58,Dhanbad + Jharkhand,84026755,5147300,2019
Lakshmi Devi,IND,0,Literate,49,Dhanbad + Jharkhand,332262,0,2019
Madhvi Singh,AITC,0,8th Pass,41,Dhanbad + Jharkhand,21365000,0,2019
Mantosh Kumar Mandal,Amra Bangalee,0,Post Graduate,72,Dhanbad + Jharkhand,4693000,0,2019
Meghnath Rawani,BSP,0,Graduate Professional,47,Dhanbad + Jharkhand,3662000,0,2019
Meraj Khan,SP, 3 ,12th Pass,40,Dhanbad + Jharkhand,4070260,250000,2019
Mihir Chandra Mahato,Ambedkarite Party of India,0,12th Pass,43,Dhanbad + Jharkhand,631000,0,2019
Prem Prakash Paswan,IND,0,12th Pass,35,Dhanbad + Jharkhand,602150,0,2019
Rajesh Kumar Singh,IND,0,Graduate,51,Dhanbad + Jharkhand,24038468,14943313,2019
Ram Lal Mahto,SUCI(C),0,Graduate,69,Dhanbad + Jharkhand,2187849,0,2019
Sanjay Paswan,IND,0,8th Pass,34,Dhanbad + Jharkhand,50000,0,2019
Siddharth Gautam,IND, 2 ,10th Pass,33,Dhanbad + Jharkhand,17651935,0,2019
Sudhir Kumar Mahato,Bahujan Mukti Party,0,Graduate Professional,53,Dhanbad + Jharkhand,14649361,390000,2019
Umesh Paswan,IND,0,Literate,55,Dhanbad + Jharkhand,179496,20000,2019
Varun Kumar,IND,0,Graduate,29,Dhanbad + Jharkhand,92800,19500,2019
Bidyut Baran Mahato   Winner ,BJP, 3 ,12th Pass,56,Jamshedpur + Jharkhand,27750671,2961830,2019
Angad Mahato,Amra Bangalee,0,10th Pass,51,Jamshedpur + Jharkhand,3276000,0,2019
Anjana Mahata,AITC,0,Post Graduate,38,Jamshedpur + Jharkhand,8060342,0,2019
Ashraf Hussain,BSP,0,12th Pass,39,Jamshedpur + Jharkhand,50530000,12000000,2019
Asit Kumar Singh,IND,0,Graduate Professional,49,Jamshedpur + Jharkhand,2494948,0,2019
Asjadullah Imran,Bharat Prabhat Party, 1 ,12th Pass,49,Jamshedpur + Jharkhand,2869628,0,2019
Champai Soren,JMM, 1 ,10th Pass,62,Jamshedpur + Jharkhand,22822491,7650059,2019
Chandra Shekhar Mahato,Peoples Party of India (Democratic),0,Post Graduate,47,Jamshedpur + Jharkhand,3248346,17209,2019
Deepak Kumar Giri,IND,0,12th Pass,37,Jamshedpur + Jharkhand,126000,25000,2019
Dinesh Mahato,IND, 2 ,12th Pass,46,Jamshedpur + Jharkhand,5871513,29500,2019
Mahesh Kumar,Right to Recall Party,0,Graduate Professional,36,Jamshedpur + Jharkhand,1074449,567313,2019
Malay Kumar Mahato,CPI(ML) Red Star,0,12th Pass,37,Jamshedpur + Jharkhand,124811,11436,2019
Mubin Khan,IND,0,12th Pass,58,Jamshedpur + Jharkhand,1365000,100000,2019
Panmani Singh,SUCI(C),0,Graduate,62,Jamshedpur + Jharkhand,4283897,20000,2019
Qamar Raza Khan,Bhartiya Panchyat Party,0,Others,34,Jamshedpur + Jharkhand,6861709,1000000,2019
Rakesh Kumar,IND,0,Graduate,42,Jamshedpur + Jharkhand,7400000,0,2019
Ranjit Kumar Singh,Jharkhand Party,0,Graduate,54,Jamshedpur + Jharkhand,20915000,0,2019
Sabita Kaibarto,Aihra National Party,0,12th Pass,35,Jamshedpur + Jharkhand,2785000,0,2019
Sarita Anand,IND,0,Graduate,38,Jamshedpur + Jharkhand,14022115,7093866,2019
Shailesh Kumar Singh,IND,0,Graduate,49,Jamshedpur + Jharkhand,30068000,0,2019
Shekh Akhir Uddin,Jharkhand Party (Naren), 2 ,8th Pass,54,Jamshedpur + Jharkhand,265000,50000,2019
Subrat Kumar Pradhan,Ambedkarite Party of India,0,Graduate Professional,53,Jamshedpur + Jharkhand,325043,0,2019
Surya Singh Besra,Jharkhand Peoples Party, 1 ,Post Graduate,57,Jamshedpur + Jharkhand,12036532,1200000,2019
Geeta Kora   Winner ,INC, 1 ,Post Graduate,35,Singhbhum + Jharkhand,25249018,1928508,2019
Anil Soren,IND,0,Graduate,31,Singhbhum + Jharkhand,2030615,36000,2019
Chandra Mohan Hembrom,SUCI(C),0,Post Graduate,35,Singhbhum + Jharkhand,94310,0,2019
Hari Orawn,Kalinga Sena, 2 ,Graduate,46,Singhbhum + Jharkhand,2552400,1110385,2019
Krishna Mardi,Jharkhand Mukti Morcha (Ulgulan),0,Graduate,61,Singhbhum + Jharkhand,1958965,800000,2019
Laxman Giluwa,BJP, 3 ,12th Pass,57,Singhbhum + Jharkhand,19516408,1265285,2019
Pardeshi Lal Munda,BSP, 1 ,12th Pass,31,Singhbhum + Jharkhand,611726,0,2019
Pratap Singh Banara,Ambedkarite Party of India,0,Post Graduate,25,Singhbhum + Jharkhand,52985,0,2019
Pushpa Sinku,IND,0,Post Graduate,29,Singhbhum + Jharkhand,125000,0,2019
Vijay Kumar Hansdak   Winner ,JMM,0,10th Pass,36,Rajmahal + Jharkhand,12919555,2743560,2019
