Product,Price,Processor,RAM,Operating System,Storage,Display,Rating
HP Pavilion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce G...,"Rs 77,540",Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.3
Asus VivoBook 14 Ryzen 5 Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X412DA-EK141T Thin and Light Lapt...,"Rs 37,990",AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,3.8
Dell Inspiron 3000 Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX...,"Rs 89,990",Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,3.5
MSI GS66 Stealth Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2...,"Rs 2,54,990",Intel Core i7 Processor (10th Gen),32 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,4.1
Asus Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X509JA-EJ428T Laptop,"Rs 48,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Dell Inspiron 15 5000 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5567 Laptop,"Rs 32,953",Intel Core i3 Processor (6th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.9
Dell Inspiron 15 5000 Series Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5567 Laptop,"Rs 34,990",Intel Core i3 Processor (6th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
Asus ROG Strix G Core i7 9th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 165...,"Rs 92,990",Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,43.94 cm (17.3 inch) Display,4.3
HP 15 Ryzen 5 Dual Core - (4 GB/1 TB HDD/Windows 10 Home) 15-db1061AU Laptop,"Rs 34,497",AMD Ryzen 5 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.8
Acer Helios 300 Core i7 9th Gen - (16 GB/2 TB HDD/256 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Gefo...,"Rs 1,39,990",Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD|256 GB SSD,43.94 cm (17.3 inch) Display,4.6
HP 15 Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) 15-da0295TU Laptop,"Rs 23,997",Intel Pentium Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.2
Asus VivoBook 15 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X512FA-EJ371T Thin and Light Lap...,"Rs 38,990",Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.2
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) MODERN 14 A10M-652IN Thin and Light...,"Rs 54,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.5
Microsoft Surface Laptop 3 Ryzen 5 Quad Core - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop,"Rs 1,20,990",AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD,38.1 cm (15 inch) Touchscreen Display,4.1
HP Pavilion Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce...,"Rs 64,990",AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.7
Avita Liber Core i5 7th Gen - (8 GB/128 GB SSD/Windows 10 Home) NS14A1IN501P Thin and Light Laptop,"Rs 34,990",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,35.56 cm (14 inch) Display,4
HP Envy 13 Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) 13-aq1015TU Thin and Li...,"Rs 75,135",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,3.6
HP Pavilion Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-ce2064TX Lap...,"Rs 61,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,4.6
HP Pavilion Gaming 16 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVID...,"Rs 1,09,390",Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,40.89 cm (16.1 inch) Display,4.1
Acer Aspire 5 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) A515-53K Laptop,"Rs 27,990",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 81VV ideapad S340 -1...,"Rs 56,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,4.4
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 81W8 idea pad S145 -15IIL U Lap...,"Rs 46,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
Lenovo Ideapad Slim APU Dual Core A4 - (4 GB/64 GB EMMC Storage/Windows 10 Home) 1-14AST-05 Thin and L...,"Rs 20,990",AMD APU Dual Core A4 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,3.5
HP 15q Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15q-ds0007TU Laptop,"Rs 30,990",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Acer Aspire 5 Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) A515-52 Thin and Light Laptop,"Rs 33,990",Intel Core i3 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.8
Dell Inspiron 5000 Core i5 8th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10 Home/2 GB Graphics) 5584 Lap...,"Rs 65,490",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,4.3
Lenovo Ideapad 330 Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 330-15IKB Laptop,"Rs 25,490",Intel Core i3 Processor (6th Gen),4 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Asus ROG Strix G15 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX...,"Rs 1,19,990",Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,4.4
Asus X505ZA Ryzen 5 Quad Core 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X505ZA-EJ563T Laptop,"Rs 32,490",AMD Ryzen 5 Quad Core Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
MSI GL65 Leopard Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX...,"Rs 1,04,990",Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.1
Asus ZenBook Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) UX430UA-GV372T Thin and Light Laptop,"Rs 54,990",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,3.3
Acer Nitro 5 Core i7 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Gefo...,"Rs 69,990",Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3
Dell Vostro 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3568 Laptop,"Rs 28,200",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
HP Pavilion Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA Geforce GTX 1050) ...,"Rs 49,990",AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.3
Dell Inspiron Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 7391 2 in 1 Laptop,"Rs 1,09,216",Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,4.1
Asus VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK176T Thin ...,"Rs 55,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.3
Asus Vivobook 15 Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home) X512DA-EJ501T Thin and Light La...,"Rs 42,280",AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.5
Dell Vostro 14 3000 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) vos 3480 Laptop,"Rs 45,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,4.1
Apple MacBook Air Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Mojave) MVFN2HN/A,"Rs 1,04,990",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,4.6
HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14s-cr2000TX Thin a...,"Rs 64,988",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,4.1
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN214P Thin and Light Laptop,"Rs 41,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.4
HP 15 APU Dual Core A4 - (4 GB/1 TB HDD/Windows 10 Home) 15-db0209au Laptop,"Rs 22,490",AMD APU Dual Core A4 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
Lenovo Ideapad S145 Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) S145-15IWL Thin an...,"Rs 38,990",Intel Core i3 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.5
Lenovo Ideapad S145 Ryzen 3 Dual Core - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"Rs 27,990",AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.9
Avita Pura Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-GPGYB Thin and...,"Rs 32,990",AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.1
HP Envy Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-BA003TU Thin and Light Laptop,"Rs 78,390",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,4.1
Apple MacBook Pro Core i5 7th Gen - (8 GB/128 GB SSD/Mac OS Sierra) MPXR2HN/A,"Rs 1,12,990",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,128 GB SSD,33.78 cm (13.3 inch) Display,4.5
Dell Inspiron 15 7000 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 7570 ...,"Rs 79,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,4.6
Asus VivoBook E12 Celeron Dual Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) E203NA-FD088T Thin and...,"Rs 13,990",Intel Celeron Dual Core Processor,2 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB HDD,29.46 cm (11.6 inch) Display,3.9
HP 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10/2 GB Graphics) 15g-dr0006tx Laptop,"Rs 52,499",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,Display: Full HD,4.3
Asus ZenBook Flip 14 Ryzen 5 Quad Core 2nd Gen - (8 GB/512 GB SSD/Windows 10 Home) UM462DA-AI501TS 2 i...,"Rs 65,711",AMD Ryzen 5 Quad Core Processor (2nd Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,4.4
Apple MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH22HN/A,"Rs 1,22,990",Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,Mac OS Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,4.6
Lenovo Ideapad 330 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 330-15IKB Laptop,"Rs 25,990",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN204P Thin and Light Laptop,"Rs 41,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.4
Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) 130-15IKB Laptop,"Rs 26,990",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Dell Inspiron Core i7 6th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5559 Laptop,"Rs 80,640",Intel Core i7 Processor (6th Gen),16 GB DDR3 RAM,64 bit Windows 10 Operating System,2 TB HDD,39.62 cm (15.6 inch) Display,3.5
Lenovo Ideapad S145 Pentium Gold - (4 GB/1 TB HDD/Windows 10 Home) S145-15IWL Thin and Light Laptop,"Rs 22,990",Intel Pentium Gold Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.8
Lenovo Ideapad 130 Core i5 8th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 130-15IKB Laptop,"Rs 39,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
HP 15 Core i5 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15-di2000tu Laptop,"Rs 44,990",Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.3
Asus ROG Strix G Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1...,"Rs 62,990",Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.6
HP 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-da0327TU Laptop,"Rs 34,990",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Lenovo Ideapad S145 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) S145-15IIL Thin and Light Lap...,"Rs 35,490",Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,4.3
Avita Liber Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A1IN010P Thin and Light Laptop,"Rs 34,990",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.3
MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,"Rs 92,990",Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.4
HP HP Notebook Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14s-CR1018TX...,"Rs 57,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,5
Lenovo Ideapad Core i5 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) IP 320E-15IKB Laptop,"Rs 53,826",Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD,39.62 cm (15.6 inch) Display,4.2
Acer Aspire 3 Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) A315-53-317G Laptop,"Rs 28,990",Intel Core i3 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
Lenovo G50-30 Pentium Quad Core 4th Gen - (4 GB/500 GB HDD/DOS) G50-30 Laptop,"Rs 24,990",Intel Pentium Quad Core Processor (4th Gen),4 GB DDR3 RAM,DOS Operating System,500 GB HDD,39.62 cm (15.6 inch) Display,4
HP 15 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 15-da0296tu Laptop,"Rs 26,997",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.2
Lenovo AMD Celeron Quad Core - (4 GB/1 TB HDD/Windows 10 Home) S145-15IGM Laptop,"Rs 21,490",Intel Celeron Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.7
Alienware Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2080 wit...,"Rs 3,39,990",Intel Core i9 Processor (10th Gen),32 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,5
Lenovo Ideapad 330 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 330-15IKB Laptop,"Rs 47,490",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Apple MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/512 GB SSD/Mac OS Catalina) MWP72HN/A,"Rs 1,74,900",Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,Mac OS Operating System,512 GB SSD,33.02 cm (13 inch) Display,4.7
Dell 14 3000 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) inspiron3481 Laptop,"Rs 25,990",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,3.8
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN209P Thin and Light Laptop,"Rs 41,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.4
Acer Aspire 3 Pentium Gold - (4 GB/500 GB HDD/Windows 10 Home) A315-53-P4MY Laptop,"Rs 17,990",Intel Pentium Gold Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,500 GB HDD,39.62 cm (15.6 inch) Display,4.1
Asus ZenBook Duo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX481FL-BM5811T Th...,"Rs 88,710",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.1
MSI P Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) Prestige 15 A10SC-239IN Thin...,"Rs 1,02,990",Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.7
HP 14q Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14q-cs1002tu Thin and Light Laptop,"Rs 42,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.2
Lenovo ThinkBook 14 Core i3 10th Gen - (4 GB/1 TB HDD/DOS) ThinkBook 14 IML Thin and Light Laptop,"Rs 38,990",Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit DOS Operating System,1 TB HDD,35.56 cm (14 inch) Display,4.1
Asus VivoBook S Series Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S430FA-EB006T Thin...,"Rs 53,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,4.5
Dell Vostro 3000 Core i5 8th Gen - (8 GB/1 TB HDD/Linux) VOS 3480 Laptop,"Rs 38,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,Linux/Ubuntu Operating System,1 TB HDD,35.56 cm (14 inch) Display,4.1
Lenovo Ideapad 320 Core i5 7th Gen - (8 GB/2 TB HDD/DOS/4 GB Graphics) IP 320-15IKB Laptop,"Rs 56,690",Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,DOS Operating System,2 TB HDD,39.62 cm (15.6 inch) Display,4.3
Acer Swift 3 Athlon Dual Core - (4 GB/1 TB HDD/Windows 10 Home) SF314-41 Thin and Light Laptop,"Rs 32,990",AMD Athlon Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,4.1
Dell Inspiron 3595 APU Dual Core A6 7th Gen - (4 GB/1 TB HDD/Windows 10) 3595 Laptop,"Rs 21,990",AMD APU Dual Core A6 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.3
Microsoft Surface Laptop 3 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1867 Laptop,"Rs 1,01,990",Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,128 GB SSD,34.29 cm (13.5 inch) Touchscreen Display,4.6
Acer Predator Helios 300 Core i7 8th Gen - (8 GB + 16 GB Optane/2 TB HDD/Windows 10 Home/6 GB Graphics...,"Rs 99,990",Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD,39.62 cm (15.6 inch) Display,4.6
Lenovo Ideapad 330 Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330-15IKB Laptop,"Rs 62,990",Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.3
Acer Aspire 5 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-51G-5206 Laptop,"Rs 51,990",Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.5
HP Pavilion Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce G...,"Rs 96,731",Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.8
Microsoft Surface Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 S) 1769 Thin and Light Laptop,"Rs 1,14,999",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,34.29 cm (13.5 inch) Touchscreen Display,4.6
HP 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-DA0410TU Thin and Light Laptop,"Rs 28,140",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.8
HP 15q Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15q-ds0006TU Laptop,"Rs 29,990",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Asus ZenBook Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) UX430UA-GV307T Thin and Light Laptop,"Rs 54,990",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.3
