id,country,state,city,station,pollutant_id,last_update,pollutant_min,pollutant_max,pollutant_avg
231,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",PM10,"21-10-2021 01:00:00",106,192,145
232,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",NO2,"21-10-2021 01:00:00",10,28,17
233,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",CO,"21-10-2021 01:00:00",18,75,22
234,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",OZONE,"21-10-2021 01:00:00",15,154,22
235,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",73,308,170
236,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",PM10,"21-10-2021 01:00:00",137,274,184
237,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",NO2,"21-10-2021 01:00:00",18,72,43
238,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",NH3,"21-10-2021 01:00:00",7,11,9
239,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",SO2,"21-10-2021 01:00:00",4,8,6
240,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",CO,"21-10-2021 01:00:00",20,125,31
241,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",2,80,18
242,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",35,348,185
243,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",PM10,"21-10-2021 01:00:00",108,216,152
244,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",NO2,"21-10-2021 01:00:00",60,82,71
245,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",NH3,"21-10-2021 01:00:00",3,3,3
246,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",SO2,"21-10-2021 01:00:00",4,38,22
247,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",CO,"21-10-2021 01:00:00",38,105,43
248,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",7,73,35
249,India,Delhi,Delhi,"Mundka, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",87,362,212
250,India,Delhi,Delhi,"Mundka, Delhi - DPCC",PM10,"21-10-2021 01:00:00",144,489,268
251,India,Delhi,Delhi,"Mundka, Delhi - DPCC",NO2,"21-10-2021 01:00:00",26,155,79
252,India,Delhi,Delhi,"Mundka, Delhi - DPCC",NH3,"21-10-2021 01:00:00",7,13,9
253,India,Delhi,Delhi,"Mundka, Delhi - DPCC",SO2,"21-10-2021 01:00:00",27,60,39
254,India,Delhi,Delhi,"Mundka, Delhi - DPCC",CO,"21-10-2021 01:00:00",23,103,35
255,India,Delhi,Delhi,"Mundka, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",15,97,27
256,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",PM2.5,"21-10-2021 01:00:00",193,396,297
257,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",PM10,"21-10-2021 01:00:00",136,458,213
258,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",NO2,"21-10-2021 01:00:00",21,81,42
259,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",NH3,"21-10-2021 01:00:00",6,8,7
260,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",SO2,"21-10-2021 01:00:00",1,28,10
261,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",CO,"21-10-2021 01:00:00",18,123,77
262,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",OZONE,"21-10-2021 01:00:00",20,108,33
263,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",55,273,136
264,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",PM10,"21-10-2021 01:00:00",101,159,126
265,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",NO2,"21-10-2021 01:00:00",8,39,21
266,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",NH3,"21-10-2021 01:00:00",3,9,6
267,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",SO2,"21-10-2021 01:00:00",1,6,3
268,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",CO,"21-10-2021 01:00:00",10,48,21
269,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",1,91,24
270,India,Delhi,Delhi,"Narela, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",80,345,216
271,India,Delhi,Delhi,"Narela, Delhi - DPCC",PM10,"21-10-2021 01:00:00",127,235,178
272,India,Delhi,Delhi,"Narela, Delhi - DPCC",NO2,"21-10-2021 01:00:00",24,108,67
273,India,Delhi,Delhi,"Narela, Delhi - DPCC",NH3,"21-10-2021 01:00:00",7,12,10
274,India,Delhi,Delhi,"Narela, Delhi - DPCC",SO2,"21-10-2021 01:00:00",8,58,18
275,India,Delhi,Delhi,"Narela, Delhi - DPCC",CO,"21-10-2021 01:00:00",55,70,58
276,India,Delhi,Delhi,"Narela, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",6,121,41
277,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",63,500,190
278,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",PM10,"21-10-2021 01:00:00",123,500,183
279,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",NO2,"21-10-2021 01:00:00",38,166,88
280,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",NH3,"21-10-2021 01:00:00",6,8,7
281,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",SO2,"21-10-2021 01:00:00",4,19,11
282,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",CO,"21-10-2021 01:00:00",38,148,53
283,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",3,162,26
284,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",PM2.5,"21-10-2021 01:00:00",63,308,165
285,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",PM10,"21-10-2021 01:00:00",106,194,147
286,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",NO2,"21-10-2021 01:00:00",6,7,6
287,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",CO,"21-10-2021 01:00:00",24,118,35
288,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",OZONE,"21-10-2021 01:00:00",31,99,45
289,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",60,312,164
290,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",PM10,"21-10-2021 01:00:00",135,341,196
291,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",NO2,"21-10-2021 01:00:00",62,143,90
292,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",NH3,"21-10-2021 01:00:00",6,8,7
293,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",SO2,"21-10-2021 01:00:00",4,17,11
294,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",CO,"21-10-2021 01:00:00",5,128,28
295,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",3,110,21
296,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",77,321,182
297,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",PM10,"21-10-2021 01:00:00",120,274,170
298,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",NO2,"21-10-2021 01:00:00",20,127,73
299,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",NH3,"21-10-2021 01:00:00",5,8,6
300,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",SO2,"21-10-2021 01:00:00",6,25,12
301,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",CO,"21-10-2021 01:00:00",5,143,21
302,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",4,163,37
303,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",85,348,201
304,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",PM10,"21-10-2021 01:00:00",109,244,165
305,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",NO2,"21-10-2021 01:00:00",36,114,64
306,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",NH3,"21-10-2021 01:00:00",3,5,4
307,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",SO2,"21-10-2021 01:00:00",19,40,28
308,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",CO,"21-10-2021 01:00:00",13,104,17
309,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",11,97,34
310,India,Delhi,Delhi,"Pusa, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",95,324,201
311,India,Delhi,Delhi,"Pusa, Delhi - DPCC",PM10,"21-10-2021 01:00:00",NA,NA,NA
312,India,Delhi,Delhi,"Pusa, Delhi - DPCC",NO2,"21-10-2021 01:00:00",9,135,37
313,India,Delhi,Delhi,"Pusa, Delhi - DPCC",NH3,"21-10-2021 01:00:00",10,18,14
314,India,Delhi,Delhi,"Pusa, Delhi - DPCC",SO2,"21-10-2021 01:00:00",1,11,7
315,India,Delhi,Delhi,"Pusa, Delhi - DPCC",CO,"21-10-2021 01:00:00",8,126,36
316,India,Delhi,Delhi,"Pusa, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",2,52,13
317,India,Delhi,Delhi,"Pusa, Delhi - IMD",PM2.5,"21-10-2021 01:00:00",82,470,194
318,India,Delhi,Delhi,"Pusa, Delhi - IMD",PM10,"21-10-2021 01:00:00",110,210,154
319,India,Delhi,Delhi,"Pusa, Delhi - IMD",NO2,"21-10-2021 01:00:00",27,166,79
320,India,Delhi,Delhi,"Pusa, Delhi - IMD",CO,"21-10-2021 01:00:00",51,104,72
321,India,Delhi,Delhi,"Pusa, Delhi - IMD",OZONE,"21-10-2021 01:00:00",18,72,32
322,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",23,147,65
323,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",PM10,"21-10-2021 01:00:00",120,221,155
324,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",NO2,"21-10-2021 01:00:00",23,114,66
325,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",NH3,"21-10-2021 01:00:00",2,5,3
326,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",SO2,"21-10-2021 01:00:00",1,36,10
327,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",CO,"21-10-2021 01:00:00",5,105,12
328,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",10,103,34
329,India,Delhi,Delhi,"Rohini, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",87,318,195
330,India,Delhi,Delhi,"Rohini, Delhi - DPCC",PM10,"21-10-2021 01:00:00",119,422,220
331,India,Delhi,Delhi,"Rohini, Delhi - DPCC",NO2,"21-10-2021 01:00:00",6,71,34
332,India,Delhi,Delhi,"Rohini, Delhi - DPCC",NH3,"21-10-2021 01:00:00",7,10,9
333,India,Delhi,Delhi,"Rohini, Delhi - DPCC",SO2,"21-10-2021 01:00:00",2,21,6
334,India,Delhi,Delhi,"Rohini, Delhi - DPCC",CO,"21-10-2021 01:00:00",42,113,64
335,India,Delhi,Delhi,"Rohini, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",3,77,12
336,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",PM2.5,"21-10-2021 01:00:00",55,306,154
337,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",PM10,"21-10-2021 01:00:00",161,473,275
338,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",NO2,"21-10-2021 01:00:00",34,102,54
339,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",NH3,"21-10-2021 01:00:00",4,6,6
340,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",SO2,"21-10-2021 01:00:00",2,16,7
341,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",CO,"21-10-2021 01:00:00",23,141,49
342,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",OZONE,"21-10-2021 01:00:00",6,43,21
343,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",PM2.5,"21-10-2021 01:00:00",70,309,165
344,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",PM10,"21-10-2021 01:00:00",119,342,191
345,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",NO2,"21-10-2021 01:00:00",1,10,5
346,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",NH3,"21-10-2021 01:00:00",6,8,6
347,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",SO2,"21-10-2021 01:00:00",11,18,14
348,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",CO,"21-10-2021 01:00:00",36,134,56
349,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",OZONE,"21-10-2021 01:00:00",21,100,35
350,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",93,323,205
351,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",PM10,"21-10-2021 01:00:00",121,413,240
352,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",NO2,"21-10-2021 01:00:00",12,116,67
353,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",NH3,"21-10-2021 01:00:00",4,8,6
354,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",SO2,"21-10-2021 01:00:00",4,17,9
355,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",CO,"21-10-2021 01:00:00",20,103,42
356,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",3,130,38
357,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",67,217,132
358,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",PM10,"21-10-2021 01:00:00",97,185,124
359,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",NO2,"21-10-2021 01:00:00",14,57,33
360,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",NH3,"21-10-2021 01:00:00",2,4,3
361,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",SO2,"21-10-2021 01:00:00",4,8,6
362,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",CO,"21-10-2021 01:00:00",17,63,22
363,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",5,128,35
364,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",NA,NA,NA
365,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",PM10,"21-10-2021 01:00:00",133,250,178
366,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",NO2,"21-10-2021 01:00:00",22,47,34
367,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",NH3,"21-10-2021 01:00:00",6,10,8
368,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",SO2,"21-10-2021 01:00:00",1,3,2
369,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",CO,"21-10-2021 01:00:00",52,125,73
370,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",7,56,19
371,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",PM2.5,"21-10-2021 01:00:00",NA,NA,NA
372,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",PM10,"21-10-2021 01:00:00",172,419,260
373,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",NO2,"21-10-2021 01:00:00",24,68,41
374,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",NH3,"21-10-2021 01:00:00",6,9,8
375,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",SO2,"21-10-2021 01:00:00",1,7,5
376,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",CO,"21-10-2021 01:00:00",5,112,11
377,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",OZONE,"21-10-2021 01:00:00",4,69,50
378,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",PM2.5,"21-10-2021 01:00:00",76,339,179
379,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",PM10,"21-10-2021 01:00:00",86,242,134
380,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",NO2,"21-10-2021 01:00:00",NA,NA,NA
381,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",SO2,"21-10-2021 01:00:00",3,14,8
382,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",CO,"21-10-2021 01:00:00",1,55,3
383,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",OZONE,"21-10-2021 01:00:00",8,14,11
384,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",PM2.5,"21-10-2021 01:00:00",40,347,141
385,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",PM10,"21-10-2021 01:00:00",82,436,184
386,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",NO2,"21-10-2021 01:00:00",20,259,78
387,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",SO2,"21-10-2021 01:00:00",46,76,60
388,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",CO,"21-10-2021 01:00:00",3,133,29
389,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",OZONE,"21-10-2021 01:00:00",1,117,20
390,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",PM2.5,"21-10-2021 01:00:00",63,174,98
391,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",PM10,"21-10-2021 01:00:00",78,137,102
392,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",SO2,"21-10-2021 01:00:00",4,9,7
393,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",CO,"21-10-2021 01:00:00",32,72,37
394,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",PM2.5,"21-10-2021 01:00:00",54,248,129
395,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",PM10,"21-10-2021 01:00:00",57,138,97
396,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",NO2,"21-10-2021 01:00:00",4,6,5
397,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",NH3,"21-10-2021 01:00:00",2,2,2
398,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",SO2,"21-10-2021 01:00:00",11,12,11
399,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",CO,"21-10-2021 01:00:00",NA,NA,NA
400,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",OZONE,"21-10-2021 01:00:00",7,13,9
401,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",PM2.5,"21-10-2021 01:00:00",41,239,106
402,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",PM10,"21-10-2021 01:00:00",51,154,101
403,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",NO2,"21-10-2021 01:00:00",11,12,12
404,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",NH3,"21-10-2021 01:00:00",6,6,6
405,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",SO2,"21-10-2021 01:00:00",6,11,7
406,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",CO,"21-10-2021 01:00:00",10,105,22
407,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",OZONE,"21-10-2021 01:00:00",6,37,18
408,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",PM2.5,"21-10-2021 01:00:00",71,318,157
409,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",PM10,"21-10-2021 01:00:00",79,247,135
410,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",NO2,"21-10-2021 01:00:00",6,73,33
411,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",NH3,"21-10-2021 01:00:00",2,10,5
412,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",SO2,"21-10-2021 01:00:00",3,3,3
413,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",CO,"21-10-2021 01:00:00",13,92,23
414,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",OZONE,"21-10-2021 01:00:00",12,36,20
415,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",PM2.5,"21-10-2021 01:00:00",104,368,250
416,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",PM10,"21-10-2021 01:00:00",126,220,157
417,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",NO2,"21-10-2021 01:00:00",4,8,5
418,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",NH3,"21-10-2021 01:00:00",2,25,11
419,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",SO2,"21-10-2021 01:00:00",30,95,56
420,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",CO,"21-10-2021 01:00:00",54,118,73
421,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",OZONE,"21-10-2021 01:00:00",42,45,43
422,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",PM2.5,"21-10-2021 01:00:00",30,204,73
423,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",PM10,"21-10-2021 01:00:00",32,148,84
424,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",NO2,"21-10-2021 01:00:00",9,10,9
425,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",NH3,"21-10-2021 01:00:00",2,2,2
426,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",SO2,"21-10-2021 01:00:00",4,8,5
427,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",CO,"21-10-2021 01:00:00",58,100,62
428,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",OZONE,"21-10-2021 01:00:00",1,59,42
429,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",PM2.5,"21-10-2021 01:00:00",73,314,189
430,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",PM10,"21-10-2021 01:00:00",83,145,109
431,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",NO2,"21-10-2021 01:00:00",11,12,12
432,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",NH3,"21-10-2021 01:00:00",4,4,4
433,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",SO2,"21-10-2021 01:00:00",1,3,3
434,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",CO,"21-10-2021 01:00:00",2,36,23
435,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",OZONE,"21-10-2021 01:00:00",4,17,9
436,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",PM2.5,"21-10-2021 01:00:00",44,88,69
437,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",PM10,"21-10-2021 01:00:00",57,130,100
438,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",NO2,"21-10-2021 01:00:00",9,30,16
439,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",NH3,"21-10-2021 01:00:00",2,5,3
440,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",SO2,"21-10-2021 01:00:00",8,12,10
441,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",CO,"21-10-2021 01:00:00",8,69,13
442,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",OZONE,"21-10-2021 01:00:00",2,38,15
443,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",PM2.5,"21-10-2021 01:00:00",32,187,68
444,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",PM10,"21-10-2021 01:00:00",29,114,53
445,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",NO2,"21-10-2021 01:00:00",2,2,2
446,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",SO2,"21-10-2021 01:00:00",1,2,2
447,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",CO,"21-10-2021 01:00:00",50,100,65
448,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",PM2.5,"21-10-2021 01:00:00",89,330,140
449,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",PM10,"21-10-2021 01:00:00",106,313,145
450,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",NH3,"21-10-2021 01:00:00",2,2,2
451,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",SO2,"21-10-2021 01:00:00",21,21,21
452,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",CO,"21-10-2021 01:00:00",57,71,62
453,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",PM2.5,"21-10-2021 01:00:00",38,288,116
454,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",PM10,"21-10-2021 01:00:00",52,248,121
455,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",NO2,"21-10-2021 01:00:00",74,404,195
456,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",NH3,"21-10-2021 01:00:00",3,13,9
457,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",SO2,"21-10-2021 01:00:00",7,32,17
458,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",CO,"21-10-2021 01:00:00",22,78,34
459,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",OZONE,"21-10-2021 01:00:00",9,83,27
460,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",PM2.5,"21-10-2021 01:00:00",70,306,179
461,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",PM10,"21-10-2021 01:00:00",117,377,204
462,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",NO2,"21-10-2021 01:00:00",1,14,7
463,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",NH3,"21-10-2021 01:00:00",3,9,8
464,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",SO2,"21-10-2021 01:00:00",2,74,14
